t,dL_plus,dL_minus,s
0.0,0.0,0.0,0.0
0.025425087979628308,-0.00020436396178480365,0.00030222135648338977,-0.00036542406322633995
0.050850087979647,-0.05019626868312832,0.06489442548077551,-0.08302038686136622
0.07627208797967241,-0.14832481424202704,0.2253861239128463,-0.26957545860099896
0.10169708797969784,-0.17496506435240544,0.28758638599323216,-0.3336603417848245
0.12711908797972327,-0.17982669862497702,0.30074337267888396,-0.3466580293348679
0.1525440879797487,-0.18176877176024764,0.3063267416135238,-0.35208648831224637
0.17796617434496467,-0.18337920174563127,0.31095657055515025,-0.35658788361617666
0.20338988461991767,-0.18440918205773515,0.3140597012027624,-0.3595692929586897
0.22881446338626935,-0.17606179788672716,0.29898400728790064,-0.3426731136602701
0.25423773803393285,-0.1632763817665457,0.2828641502648215,-0.3218223665506086
0.27966105998361024,-0.17049145226389062,0.3001783460544103,-0.33951649196501066
0.3050857226847245,-0.18313088572286668,0.3242970220263358,-0.3660318630592185
0.3305092735406566,-0.1944983077362638,0.34643873185989327,-0.3902035922292663
0.3559326750725131,-0.20643246896466294,0.3707628826368072,-0.41635843568980124
0.38135617702541064,-0.21930766849188071,0.3938638322496027,-0.44230974166709075
0.4067803221192121,-0.23167642451573123,0.41196883319723454,-0.4642919106970973
0.4322039825465303,-0.24491790008990424,0.43010311963963854,-0.48692473882981124
0.45762793765697335,-0.26212760418561076,0.4556122414949262,-0.5177398580058603
0.4830512251607485,-0.2805478487072659,0.48843028736271654,-0.5547004717301011
0.5084756411533697,-0.293923091746917,0.5178516899172122,-0.5855717259127802
0.5338984210195278,-0.29569919521873533,0.5255000585396739,-0.5923700454894872
0.5593228067365037,-0.28615161383066523,0.5123819708009547,-0.5760202212656628
0.5847465580403552,-0.27660516044540495,0.5004620951305823,-0.5605355380283368
0.6101700773959804,-0.2726903742414588,0.49752886554211906,-0.5555957388165176
0.6355933421427539,-0.272201734648045,0.4993519125182728,-0.5565583102733199
0.6610174190136698,-0.27290671781266984,0.5026303726204615,-0.559431757196667
0.6864412135908472,-0.27392576803333424,0.5061892301497519,-0.5627340196009206
0.7118653129252265,-0.27500561440931426,0.5097174839045613,-0.5660580612042254
0.7372883221548053,-0.2760875157842986,0.5131546658201542,-0.5693178907305654
0.7627118768175734,-0.27716154146916616,0.516501403588745,-0.5725067974861892
0.7881356062993736,-0.2782284193015947,0.5197647963487868,-0.5756304274409213
0.8135598614401346,-0.2792890121393823,0.5229482580479452,-0.5786918656577784
0.8389838633067954,-0.2803446759678425,0.5260516842225091,-0.5816920149187653
0.8644074732810412,-0.28139555947184913,0.52902935589787,-0.5845980032083758
0.8898328552795355,-0.28246350999791336,0.5328823287475379,-0.5881476990837575
0.9152548552793257,-0.283761519031247,0.5401431525891482,-0.5943215919559971
0.9406798552791159,-0.2851042254178824,0.5504907266894727,-0.6027543467985661
0.9661018552789061,-0.2862089813550788,0.5603850260739478,-0.6106884880820854
0.9915268552786963,-0.2872066377269604,0.5681305954888392,-0.6169953923240604
1.0169518552784866,-0.28818204594359464,0.5746153216496808,-0.6223767417594352
1.0423738552782769,-0.2892262715981939,0.5803752403029836,-0.6272848943846868
1.067798855278067,-0.29118228044654715,0.5847783926134789,-0.631872059518729
1.0932208552778573,-0.2940791224643351,0.5878904736207509,-0.6362065812433978
1.1186458552776475,-0.2971856467878735,0.5905083398239217,-0.6403358561558954
1.1440678552774377,-0.3002673404230758,0.5929127627735453,-0.644293252751229
1.1694919764078489,-0.30328318408260735,0.5951817512335009,-0.6481054532965863
1.1949159297339367,-0.3062220112528311,0.5973533526487778,-0.6517918482851458
1.2203398584791894,-0.3091305299538085,0.5994559087919391,-0.655406574698727
1.2457628655375783,-0.31248116326402897,0.6018789709005818,-0.6595714155729256
1.2711872349829247,-0.3158869400963791,0.6045299865270706,-0.6639404677949559
1.2966111311429014,-0.31880411946494425,0.6068202035150534,-0.6676968102447234
1.322033928455309,-0.3214081514588958,0.6088722379844311,-0.6710554522430707
1.347457883110588,-0.3238830820287064,0.610835826694095,-0.6742571671197646
1.372881797304984,-0.32627757480708364,0.6127381569177426,-0.6773566697380641
1.3983054078308121,-0.3286000985703508,0.6164433466467427,-0.6817047459196608
1.4237293045803145,-0.3308559677901797,0.6231555512904889,-0.6881738437643137
1.4491534620766096,-0.3330494495384302,0.6309120342090393,-0.6953512261052207
1.4745768038400193,-0.3351847972599744,0.6382903369439794,-0.7022138742723811
1.5000003518603537,-0.3372665336004548,0.6448990806428745,-0.7084827305002569
