t,dL_plus,dL_minus,s
0.0,0.0,0.0,0.0
0.025425087979628308,-1.875562061215419e-8,9.728629235539188e-9,-2.0547042999354725e-8
0.050850087979647,-1.0677955670557182e-5,5.553343732866978e-6,-1.1708407578252012e-5
0.07627208797967241,-8.591007990665922e-5,4.54098851510043e-5,-9.472733117920156e-5
0.10169708797969784,-0.0001843837998121156,9.833810721393554e-5,-0.0002039407466085773
0.12711908797972327,-0.0002690601839390183,0.00014448868660510428,-0.0002983124523496188
0.1525440879797487,-0.0003404631213350662,0.00018468100213220318,-0.0003788114113391055
0.17796623229468403,-0.00040177219103898487,0.00022100382307499444,-0.00044923793357341655
0.20339068748513406,-0.0004530055829430335,0.00025296695165200056,-0.000509251537332034
0.22881462994436708,-0.00044889922959368,0.00025000039482736547,-0.0005041495111157007
0.25423768007722264,-0.0004232613384864692,0.00020722622512514555,-0.0004548006406823207
0.27966263422313975,-0.0004985060468938318,0.0002095036580282983,-0.0005107210450962077
0.3050858130700532,-0.0006734399431019833,0.00029202962642960184,-0.0006964390800462101
0.33050983646250276,-0.0007696111728148769,0.0003462184339150798,-0.0008049009200531954
0.3559338655143932,-0.0008049989174597205,0.00036998303033847213,-0.0008475703146112538
0.38135787567893886,-0.000824113824980266,0.0003931805899812235,-0.0008780923078833865
0.40677969703948536,-0.0008479318048770779,0.00042186603674632117,-0.0009159655245207936
0.432203465450423,-0.0008930499803789793,0.00045615253739011985,-0.0009732438907701915
0.4576272142528575,-0.000974624419578074,0.0005189930466202863,-0.0010774172557347567
0.48305121921699296,-0.0011032550974496846,0.0006042122733909139,-0.001231677354195724
0.5084754355305355,-0.0012306864622672053,0.0006885981671260755,-0.0013844712084400493
0.5338990060397807,-0.0013600276777601117,0.0007642363213444803,-0.0015323325685235763
0.5593231696829796,-0.001436712776088367,0.0007826397632992865,-0.0016009244512794477
0.5847474037915902,-0.0014957965195032674,0.0008230843081804551,-0.0016727189352559006
0.6101696069281417,-0.0015823427967565085,0.000863926544355742,-0.001764610323550678
0.6355952074954896,-0.001666243453686267,0.0009164085619801643,-0.001862989627671923
0.6610189626442138,-0.001738633399090972,0.0009687275970515774,-0.0019529481415155301
0.6864422733075555,-0.0017927791126084447,0.0010146330177027707,-0.0020251197790657556
0.7118663114978706,-0.0018288200112506203,0.0010517523293633868,-0.0020778937153628713
0.737289599199445,-0.0018491902383339642,0.0010817138789109837,-0.0021142004176351657
0.762712023736089,-0.0018568456633396568,0.0011058268809873706,-0.002137116493739245
0.7881373187700857,-0.0018539546294860099,0.0011251501914726347,-0.00214896987574272
0.8135594001146293,-0.0018437149038732503,0.0011405907547421545,-0.0021527214870906584
0.8389832489525136,-0.0018271701882626168,0.0011528175435671084,-0.0021496067613103473
0.8644073200807157,-0.0018060613280717064,0.0011620160748120334,-0.002141015275057483
0.8898309595692688,-0.0017704868080348213,0.001150440649758444,-0.0021070037790773756
0.915255959569059,-0.0017300293086499607,0.0011160361131168361,-0.002053002235014257
0.9406809595688492,-0.0017047770159475117,0.0011164467993940441,-0.0020350828038155516
0.9661029595686395,-0.0016733948612210892,0.001115148689730061,-0.0020115089761300626
0.9915279595684297,-0.0016401472617126878,0.0011130525584308604,-0.0019860138635487416
1.0169499595682199,-0.0016060407897013906,0.0011111151453633283,-0.001960013696419942
1.04237495956801,-0.0015709367048590828,0.001107694331360376,-0.0019322238561625394
1.0677969595678003,-0.0015347636856231084,0.0011028746304471149,-0.0019026538591266136
1.0932219595675905,-0.0014975770058016646,0.0010966118321427132,-0.0018713116858159284
1.1186469595673807,-0.0014594697737566609,0.0010886068181175101,-0.001838048731451059
1.144068959567171,-0.0014205312390977998,0.001079753288431906,-0.0018035740443392559
1.1694939595669611,-0.0013808378599349247,0.0010690302588725054,-0.0017672062929177266
1.194915833241682,-0.0013394883771533639,0.0010816177951984418,-0.001746458934158805
1.2203410537514519,-0.001539076256950489,0.001413840543185385,-0.002130079211856866
1.2457640898491131,-0.0020083508489696644,0.001679907465951036,-0.00266051599022679
1.2711874454961352,-0.002091100451958372,0.0016396863809962081,-0.0026911938312587074
1.2966102688964984,-0.0019645464419566494,0.0015208740093377582,-0.0025141994002477073
1.3220343657700615,-0.0018288552608483055,0.001436420767598534,-0.0023553987666869326
1.3474576317463345,-0.0017142472474940273,0.0013746640943308464,-0.0022281785372982098
1.3728830006128678,-0.0016138690260893984,0.0013225942784329536,-0.002118210523593408
1.3983052242398482,-0.0015240724041534204,0.0012740271577214024,-0.002018402180915194
1.423730723681931,-0.001441066899104948,0.0012285102943967452,-0.0019256928891675847
1.4491535278418644,-0.0013634096733361467,0.0011846557811094893,-0.0018380406974946011
1.4745787060333218,-0.0012900094030408038,0.0011418860285872245,-0.0017542417395851409
1.500000706033112,-0.0012206545713260297,0.0010959212600942791,-0.0016710562319166536
