tag,pairKey,stage,cover,phoIn,nh4In,hpo4In,icIn,tsim,ncells,etaSand,kinetics,flag,tFinal,wallMin,B_0_2,B_0_10,B_0_2_pom,B_0_10_pom,Bpho_0_2,Bpho_0_10,Bhet_0_2,Bpeak,zPeak,phib_0_2,phib_0_10,phib_max,phib_sup,mat_mass,mat_depth,mat_present,doc_removal,toc_removal,o2_out,o2_bed_min,psFrac_sup,psFrac_0_2,psFrac_deep,stock_raw,stock_eps,supplied,mass_ratio,outflux,closure_residual
cov1_0p2d_n30,0p2d_n30,smoke,1,0.01,2e-05,0,0.00623,0.2,30,1500,corrected,OK,0.200001087979796,0.0995952354166667,34.3106410352501,19.9766948607214,34.8408054936117,20.2821626215991,27.2217007404767,15.847001217314,7.08894029477334,34.3106410352501,0,0.0132568142259855,0.00771747029299574,0.0132568142259855,0,0,0,0,0.896972049710293,0.998595042810443,0.908260060002704,0,0.710081384209816,0.289918615790155,2.8361274252979e-14,0.0546538579870833,0.0382225635860712,0.0406152,0.941090123551558,0.00189545160182145,0.0122413483648315
cov0_0p2d_n30,0p2d_n30,smoke,0,0.01,2e-05,0,0.00623,0.2,30,1500,corrected,OK,0.200001087979796,0.104426165277778,34.3105430122624,19.9766703544424,34.8407074664978,20.2821381142885,27.2216027184488,15.8469767113798,7.08894029381358,34.3105430122624,0,0.0132567773183467,0.00771746106588691,0.0132567773183467,0,0,0,0,0.896972049710293,0.998595042810443,0.908260060002704,0,0,0,0,0.0546538375989334,0.0382225553869159,0.0406152,0.941089921677499,0.00189545160182145,0.0122415502388911
