pairKey,tag,stage,cover,R_B_0_2,R_B_0_10,R_Bpho_0_2,R_phib_0_2,R_mat,dDOC,dTOC,dO2,eps_L,jointPass,massOK,dResidual
0p2d_n30,cov0_0p2d_n30,smoke,0,0.999997143073264,0.99999877325658,0.99999639912183,0.999997215949616,NaN,0,0,0,NaN,0,1,2.01874059616372e-07
