panel,organism,sand_group,day,concentration,series_type,experiment,confidence,shape,units
L_ECWR1,ECWR1,L,0.149,0.00473,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,0.157,0.3574,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.167,0.002328,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,0.225,0.02385,breakthrough,L4,high,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.269,1.7e+04,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.352,1.217e+04,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,0.366,21.18,breakthrough,L4,high,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.378,0.2241,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,0.382,0.1107,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.699,0.005957,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,0.788,0.002714,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,0.818,12.16,breakthrough,L4,high,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.834,0.006328,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,0.912,0.002691,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,0.916,0.008394,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,0.944,0.001739,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,0.991,0.01435,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,1.057,61.65,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.079,0.00218,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,1.105,1.277e+04,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,1.118,81.13,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,1.119,0.004648,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,1.126,10.26,breakthrough,L4,high,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.142,0.01382,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,1.147,2.788e+04,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,1.169,113,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,1.173,1.718e+04,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.185,4461,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.201,3.743e+04,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.204,0.6838,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,1.242,0.9198,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.273,3259,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,1.318,2.294e+04,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.334,1.685,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,1.348,86.75,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.371,3.013e+04,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.395,41.27,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,1.608,88.03,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,1.775,174.6,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.791,1.778e+04,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,1.848,50.72,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.871,0.2314,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,1.963,1.348,breakthrough,L3,high,square,cfp/ml
L_ECWR1,ECWR1,L,1.996,5.55e+04,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.01,0.1437,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,2.08,2.954e+04,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.248,0.175,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.499,56.86,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.737,42.04,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.858,0.1347,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,2.941,1.083,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,2.994,52.15,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,3.015,0.08472,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,3.054,24.61,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,3.091,1.099,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,3.22,44.3,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,3.234,1.125,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,3.239,0.1121,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,3.498,21.68,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,3.771,0.8149,breakthrough,L2,high,circle,cfp/ml
L_ECWR1,ECWR1,L,3.796,32.49,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,3.858,0.09906,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,4.03,0.0654,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,4.045,11.21,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,4.094,0.7168,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,4.213,23.18,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,4.214,8.225,breakthrough,L4,low,triangle,cfp/ml
L_ECWR1,ECWR1,L,4.22,16.4,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,4.235,0.4667,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,4.237,0.704,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,4.244,0.08588,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,4.478,15.14,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,4.798,13.88,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,4.803,0.3827,breakthrough,L3,medium,square,cfp/ml
