0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2876669984997586e-6,5.389991175501571e-6,6.962550265039811e-6,8.315072181078456e-6,9.53549382898927e-6,1.0664246460346655e-5,1.1743087026322305e-5,1.277712186629136e-5,1.3735046639626373e-5,1.4652947788454703e-5,1.5584380763241454e-5,1.6439398401375187e-5,1.7259534112993937e-5,1.805125123462337e-5,1.881879123638326e-5,1.95638906067945e-5,2.032817865027585e-5,2.105058619662737e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4717648896057023e-6,4.24398203267629e-6,6.020762218790906e-6,7.467330119254925e-6,8.748880962183092e-6,9.923351060692584e-6,1.1020112563935664e-5,1.2074537506173254e-5,1.3090895415829397e-5,1.4036203516396795e-5,1.4944185353876141e-5,1.586744934580391e-5,1.6717414641496993e-5,1.753400335598404e-5,1.8323441092226784e-5,1.9089765759013348e-5,1.9834552706335452e-5,2.0598422495464044e-5,2.132182101311811e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1141146944656662e-6,5.0358924732459365e-6,6.6006842673901815e-6,7.947129634454854e-6,9.168050933522502e-6,1.0301761115689063e-5,1.1369486987694808e-5,1.2401440351168646e-5,1.3401208750584648e-5,1.4334676351050924e-5,1.5233344878352731e-5,1.614876121784702e-5,1.699394298759738e-5,1.780718313857676e-5,1.8594490309174865e-5,1.935971317973975e-5,2.010427577956085e-5,2.0867794783287247e-5,2.1592227296600018e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.726969648326726e-6,4.160751066648696e-6,5.728843610634152e-6,7.141378730035318e-6,8.406147922846676e-6,9.574772297508773e-6,1.067223699527861e-5,1.1713665425945263e-5,1.2725044365534535e-5,1.3709412728384827e-5,1.4631947411377478e-5,1.5522060689236285e-5,1.6430147513613646e-5,1.7271013558231172e-5,1.8081310426683577e-5,1.8866849271901165e-5,1.9631302817944252e-5,2.0375952639450886e-5,2.1139418979269114e-5,2.186517092115012e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.236244251842923e-6,4.998156143489711e-6,6.3540130156679015e-6,7.650694984533306e-6,8.847441607335257e-6,9.970507634914284e-6,1.1035566895412047e-5,1.205310406447579e-5,1.3045601198952605e-5,1.4015668073201784e-5,1.4928109988149075e-5,1.5810372321162998e-5,1.671162084851844e-5,1.7548614531975958e-5,1.8356354294333683e-5,1.9140471219478097e-5,1.9904474047873988e-5,2.064950994587155e-5,2.1413204555110517e-5,2.2140552626738825e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683888806702653e-6,4.251662925902561e-6,5.718688979624722e-6,6.929184031523119e-6,8.134253961361152e-6,9.273425678077195e-6,1.0356475106958563e-5,1.139242852863454e-5,1.2388203647572288e-5,1.3363335682417664e-5,1.4320120533879004e-5,1.5223251197420398e-5,1.6098319235722754e-5,1.6993196591062885e-5,1.782673981669557e-5,1.8632291202653276e-5,1.9415317449261264e-5,2.017917416469574e-5,2.0924881454691967e-5,2.168906470710227e-5,2.241827630277245e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2179404133561897e-6,5.074465286373651e-6,6.3622708436199445e-6,7.465630880046449e-6,8.596232313277528e-6,9.686039918532904e-6,1.0733697712759947e-5,1.1743407173753487e-5,1.2719317155038797e-5,1.3678448941308332e-5,1.462290250060115e-5,1.5517452181690817e-5,1.6385939745044924e-5,1.7274890526792693e-5,1.8105385174735697e-5,1.890909962692683e-5,1.9691350532822405e-5,2.045535034104767e-5,2.1201998931194306e-5,2.196690698290714e-5,2.2698238682189002e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0844177340152404e-6,4.240712442013491e-6,5.786467450820438e-6,6.950463755973748e-6,7.971015984858165e-6,9.039820547258703e-6,1.008686145186864e-5,1.110303861871166e-5,1.2089008653886807e-5,1.304675507118041e-5,1.3991120053308607e-5,1.492413334509189e-5,1.581078711528548e-5,1.667326865201353e-5,1.7556715314695507e-5,1.8384543500418413e-5,1.918675434497964e-5,1.9968527868258852e-5,2.0732942728425865e-5,2.1480785100311373e-5,2.2246626750808252e-5,2.2980322913112906e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.986000932029363e-6,5.067212375737727e-6,6.424350542264066e-6,7.496444873886481e-6,8.450803246868539e-6,9.467504028897986e-6,1.0477181195113082e-5,1.1465225690528967e-5,1.2429667841537347e-5,1.3370788148825706e-5,1.4301505863745921e-5,1.5223918036865165e-5,1.610332063826162e-5,1.6960333530370996e-5,1.783867600604386e-5,1.866419981574373e-5,1.9465221195760433e-5,2.0246796491685878e-5,2.101187958240119e-5,2.176114932554906e-5,2.2528103935740523e-5,2.3264396055347395e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6620228744205136e-7,4.0829112325295044e-6,5.781175899289622e-6,7.008274282844342e-6,8.008918095872527e-6,8.909018213808483e-6,9.881240556297732e-6,1.085805466851792e-5,1.1820866814239024e-5,1.2765752500557303e-5,1.3691646967660292e-5,1.4609738123210707e-5,1.552234334537021e-5,1.6395103324789295e-5,1.724714966882961e-5,1.8120764977251563e-5,1.8944326486954005e-5,1.9744452792519752e-5,2.0526089452787194e-5,2.1292074435044248e-5,2.2042985730137096e-5,2.281120239864244e-5,2.3550309628191823e-5
