ncells,Lmean,Lmin,Mb,zb,relerr_Lmean,relerr_Lmin,relerr_Mb,flag
15,1.3114466073265265,0.4189813793850271,0.024640901004883073,0.05272308196667434,0.016456745904260606,0.013544733062385073,0.02110145160015494,OK
20,1.3292020172337444,0.44907793479677555,0.02451960358603182,0.05464300030643258,0.003140753060641306,0.05731499260412506,0.01607497263983525,OK
30,1.342382024964928,0.4438152669662704,0.02436289759201881,0.057524684917889965,0.006743833639660251,0.04492449828868606,0.009581187451971344,OK
40,1.3411454059328427,0.4337021875618765,0.02423792283688815,0.05944896249129236,0.005816408687626994,0.021114131207300754,0.004402322285798996,OK
50,1.3333898655349514,0.42473429199250673,0.02413168737177744,0.06124676267314254,0.0,0.0,0.0,OK
