t,dL_plus,dL_minus,s
0.0,0.0,0.0,0.0
0.025425087979628308,0.4326342382170323,0.10820210232115185,0.2340283167810005
0.050850087979647,0.6392562385564831,0.16345774327746082,0.3432160648007382
0.07627208797967241,0.6523294756134916,0.16801183774050538,0.349361327187207
0.10169708797969784,0.6528641437885482,0.16829017671947283,0.3495462296172234
0.12711908797972327,0.6529110769356565,0.16839124299316977,0.34950718082058485
0.1525440879797487,0.6529402468744465,0.1684854029378775,0.34946030044096243
0.17796733428836456,0.652966386577339,0.1685781532535227,0.3494122510406179
0.2033905512668153,0.65300388513671,0.16867239378078663,0.3493713203627733
0.2288136630548706,0.6530510034854035,0.16877006930837485,0.34933485106713685
0.254238546678839,0.6530442398668423,0.1688520380119276,0.3492708442265967
0.27966245815208324,0.6530442381184305,0.16893449702188262,0.34921136136301484
0.30508566278337546,0.6530539135354356,0.16901903121606748,0.3491573621697127
0.33050971995684797,0.6530626734042234,0.16910272208992672,0.349103310875
0.3559337933966842,0.6530686799096417,0.16918483872324191,0.34904840902296086
0.38135771166911137,0.6530718715875958,0.16926559536966135,0.3489924577252851
0.40678143301115277,0.6530724378918737,0.16934498659343838,0.34893559756505516
0.43220450233486374,0.6530703421804658,0.1694230118377843,0.3488778025122864
0.4576277030631738,0.6530657767186978,0.1694996699139218,0.3488192121146166
0.4830515903458612,0.6530587208261678,0.16957519673175836,0.3487596412812621
0.5084760609475791,0.6530493824188037,0.16964936408224335,0.34869940460989485
0.533899958879677,0.653037315281439,0.1697219664233911,0.3486383284915126
0.5593236063597288,0.6530231816074479,0.1697936752133299,0.34857640624300784
0.5847468402328708,0.6530121420854256,0.16986395497882228,0.34851774677659486
0.610170045635831,0.6534296091453256,0.1700212348040288,0.34870543219319217
0.6355949124521634,0.6537326828570573,0.1701949795943853,0.34879872328994804
0.6610186685038238,0.6537725969115342,0.17028131101529903,0.34876524023776334
0.6864407504643335,0.6537850631488131,0.17035634320961796,0.3487201084397882
0.7118661321507059,0.6537909751569437,0.17042843760680731,0.3486723679375436
0.7372893094201256,0.6537914177990194,0.17049836144228386,0.3486222478509664
0.7627135609977836,0.6537870867033786,0.17056654803677118,0.3485699373950041
0.7881358230666557,0.6537778025751033,0.17063219715904682,0.34851588448052034
0.8135605268349463,0.653764964082568,0.1706963780501795,0.3484603267390853
0.838984483300961,0.653748434448814,0.17075862491475347,0.3484035015073471
0.8644077572743443,0.6537344787363359,0.17082094942022696,0.34834847696126875
0.8898326239634048,0.6537565196068126,0.17089195444254146,0.34831315679174985
0.915254623963195,0.6537246225662368,0.17094945913701626,0.3482486670718477
0.9406796239629852,0.6536479444437153,0.17099168646641877,0.34816289491893504
0.9661046239627754,0.6536169035112771,0.17104655405644392,0.34810092501927103
0.9915266239625656,0.6535901611560917,0.17110169506048417,0.3480418586611279
1.016951623962356,0.6535631302670057,0.17115678844093746,0.3479826185229274
1.0423736239621462,0.6535341421260981,0.1712105852223143,0.34792290182450736
1.0677986239619364,0.6535049086395713,0.17126353517022652,0.3478636190078532
1.0932206239617266,0.6534739218329417,0.17131568225261756,0.34780365058314316
1.1186456239615168,0.6534423997727367,0.17136665563127107,0.34774414270287457
1.144070623961307,0.6534103594751162,0.1714176414480339,0.347684252021132
1.1694926239610972,0.6533766881510275,0.17146711905953244,0.34762427274261865
1.194915705479899,0.6533438813655822,0.1715167257397574,0.34756482399350613
1.2203395685405907,0.6533731814117287,0.17158273688694997,0.34753834253179383
1.2457637250360722,0.653311117001824,0.17162416187092233,0.34746369071412825
1.2711875545607163,0.6532404825478231,0.17166133262222516,0.3473859256965914
1.2966104665559584,0.653195058188641,0.17170511565562474,0.34732157616514725
1.3220346890277082,0.653155050564711,0.17175027796931763,0.3472601390418266
1.347458298695266,0.6531145320342194,0.17179470268643415,0.347198865440786
1.372883347648883,0.6530734407464158,0.17183877760254979,0.34713743101076316
1.3983062525021746,0.6530310886333027,0.1718818029863569,0.34707584416505805
1.4237303682562026,0.6529881888992082,0.1719242631307475,0.3470142700283673
1.4491534684898606,0.6529442618963134,0.17196617045914608,0.3469523536463198
1.4745777789641046,0.6529000248005624,0.17200776603706358,0.34689043845999595
1.500001339586816,0.6528547739426337,0.1720483467827807,0.3468285240455303
