t,dL_plus,dL_minus,s
0.0,0.0,0.0,0.0
0.025425087979628308,-1.2642098939918966e-7,6.589517087540742e-8,-1.3872678535548415e-7
0.050850087979647,-3.604139483159852e-5,1.883595744017752e-5,-3.958564198980399e-5
0.07627208797967241,-0.00011742526183755597,6.229736356594406e-5,-0.00012964247020258717
0.10169708797969784,-0.00018829818325954983,0.00010053199806830948,-0.00020834693513038137
0.12711908797972327,-0.0002481197629571885,0.00013358281340836164,-0.00027534020700856004
0.1525440879797487,-0.0003001707436328105,0.00016358725887244407,-0.0003345306851934511
0.17796727133102416,-0.0003459287861579119,0.00019122654555903118,-0.00038747566662754995
0.2033899787919904,-0.0003819092084451081,0.00021092470640993177,-0.000427639274516078
0.22881459037837662,-0.00040832491303327556,0.0002056922366487357,-0.000442919748433507
0.25423773961769824,-0.00042632766045663795,0.00019483273588649652,-0.0004480725117004316
0.27966151062218614,-0.0004412887847293212,0.000203990232398088,-0.0004654704189997089
0.3050861246655507,-0.0004657254049168502,0.0002245408981265684,-0.0004979218861467492
0.33050937627457216,-0.00048820077239219994,0.0002450222292484372,-0.0005289085941663338
0.35593227143594564,-0.0005082334550092771,0.000263553448012932,-0.0005567265688065962
0.3813563772972522,-0.0005253997673420052,0.00028128576040259423,-0.000581900605217015
0.406781212086428,-0.0005401290077947651,0.0002980270753210057,-0.0006046018123010203
0.4322034442961903,-0.0005530355394359754,0.0003116702108652003,-0.0006237533488938382
0.45762847184145217,-0.0005636560911830846,0.0003189791575126666,-0.0006366867481035786
0.48305280164955067,-0.0005725580282507914,0.0003201300987732414,-0.0006439383669590145
0.5084756400305513,-0.0005800793425914108,0.0003160511568419677,-0.0006464215137609426
0.5338987737094323,-0.0005861152251908086,0.000308788284241579,-0.0006455364275661177
0.5593231930251935,-0.0005905515935299421,0.00029933629095063585,-0.0006419184189436503
0.5847475527575877,-0.0005938911492928134,0.00028956369970506435,-0.0006372779647492731
0.6101707270358246,-0.0005960034865465924,0.0002810295054211931,-0.0006326455741039671
0.6355951626443411,-0.000597164533720107,0.00027448365778387496,-0.0006287612616413141
0.6610179275470169,-0.0005974381288953445,0.00027217087180197996,-0.0006272902964092186
0.6864409115721717,-0.0005966976438499527,0.0002747433842406055,-0.0006286118248267141
0.7118661563730104,-0.0005950143757644244,0.00028250225328735334,-0.0006329944445152999
0.7372894744891555,-0.0005926392227317279,0.00029029426530557956,-0.0006369018823131092
0.762712001958394,-0.0005896278481478667,0.00029684503356880443,-0.0006394550151675951
0.7881361431260535,-0.0005864245084754027,0.00030339664967332647,-0.0006418702860696229
0.8135605996507319,-0.0007219288070504648,0.0003626591798819301,-0.000782364855077555
0.8389832498716107,-0.0008719953216139165,0.00041066076478912805,-0.0009252407875098591
0.8644084845384779,-0.0008592556893454728,0.00041274141635744277,-0.0009175519582113555
0.889831842413596,-0.000813389589698732,0.000376863467765276,-0.0008585860917031254
0.9152568424133862,-0.0007837184011248444,0.00035210446460709477,-0.0008193230078598798
0.9406788424131765,-0.0007607296937461316,0.00034631208065188934,-0.0007985618389904718
0.9661038424129667,-0.0007413006186345328,0.00034599910281984947,-0.0007843209580510943
0.9915258424127569,-0.0007247227365632103,0.00034675856966026597,-0.000772910383446919
1.016950842412547,-0.0007083756472992531,0.0003476367700129823,-0.0007617519387867643
1.0423758424123373,-0.0006930553855891142,0.00034734544165732073,-0.0007504905570026034
1.0677978424121275,-0.0006785648118389775,0.00034696113140675333,-0.0007397605963117963
1.0932228424119177,-0.0006637062236258817,0.0003461116449916535,-0.0007284296156277904
1.118644842411708,-0.0006498186328773858,0.0003448022029204356,-0.0007174672736851765
1.1440698424114981,-0.00063543457081916,0.00034304159999359873,-0.0007058213596297947
1.1694918424112883,-0.0006218927439647914,0.0003408393523560149,-0.0006944644105333316
1.194915736195141,-0.0006079728902402826,0.0003381194615181271,-0.0006824613720524172
1.2203406296146397,-0.0005889205094797845,0.0003164588394493628,-0.0006530931484116796
1.2457642543275795,-0.0005707478956434309,0.00029084579327692817,-0.0006215084711333151
1.2711865154643107,-0.0005491168845578875,0.0002669928370952479,-0.0005886987241251254
1.296611866709827,-0.0005344967023894198,0.0002616065316255467,-0.0005742670938745291
1.3220355010232967,-0.000521585794635071,0.0002586353777115913,-0.0005628106080705516
1.3474578207882506,-0.0005088591607237403,0.0002551748099385853,-0.0005511340102726204
1.37288300796586,-0.0004958136337258057,0.00025138125640811193,-0.0005389871812868884
1.3983070692911246,-0.0004829032863239435,0.0002471511850371533,-0.0005266229827057341
1.4237303273637525,-0.00047013199913170656,0.00024244219390306965,-0.0005140136272783633
1.4491545014160507,-0.00045716136109286154,0.00023241927228234704,-0.000497427280031742
1.474576501415841,-0.0004444428077610141,0.00021442711375846413,-0.0004752741841835259
1.5000015014156312,-0.00042839873811589824,0.00019500796922944375,-0.0004496928825720211
